Product ID,Brand,Warranty Years,Material,Release Date,Sustainability Rating
TEC-AC-10002637,OfficePro,2,Glass,2018-03-30,B
FUR-BO-10000780,WorkSmart,1,Wood,2017-03-12,C
TEC-PH-10003072,Acme,2,Metal,2020-05-05,A
TEC-MA-10000112,OfficePro,3,Plastic,2012-08-07,B
TEC-AC-10004171,Global,1,Paper,2019-08-10,B
FUR-TA-10002645,WorkSmart,1,Wood,2021-10-12,A
OFF-BI-10003784,BizWorks,1,Metal,2011-06-28,A
OFF-BI-10001617,Staples,3,Glass,2020-09-05,A
FUR-CH-10002439,WorkSmart,3,Composite,2020-04-11,D
OFF-AP-10003057,BizWorks,1,Glass,2021-07-26,C
FUR-TA-10000849,BizWorks,1,Fabric,2015-09-14,B
OFF-EN-10002973,WorkSmart,3,Fabric,2017-11-06,C
OFF-BI-10003963,Apex,5,Fabric,2016-02-25,A
OFF-LA-10000081,WorkSmart,2,Metal,2015-01-11,B
OFF-PA-10000726,Global,5,Fabric,2010-03-18,A
OFF-PA-10004983,BizWorks,2,Wood,2011-01-04,A
FUR-FU-10002107,Staples,3,Composite,2022-08-27,C
FUR-BO-10002213,Global,1,Fabric,2010-12-15,A
FUR-CH-10001190,Acme,2,Metal,2022-08-07,C
TEC-AC-10000682,OfficePro,1,Composite,2022-12-22,B
OFF-LA-10004545,WorkSmart,3,Fabric,2021-11-12,A
OFF-SU-10002557,Apex,5,Plastic,2013-12-26,C
TEC-PH-10000912,Staples,2,Fabric,2015-12-26,B
OFF-ST-10001837,Apex,1,Paper,2020-06-08,B
OFF-AR-10001473,Apex,1,Glass,2018-12-17,A
TEC-PH-10001835,Apex,1,Wood,2020-01-31,A
OFF-PA-10002245,WorkSmart,1,Composite,2015-01-21,D
OFF-EN-10004483,Staples,2,Wood,2015-01-29,B
OFF-SU-10000151,Staples,5,Plastic,2018-03-05,A
OFF-AP-10001293,BizWorks,1,Plastic,2022-03-09,C
TEC-PH-10000675,Apex,1,Paper,2017-03-10,A
OFF-ST-10003470,BizWorks,2,Wood,2017-12-04,A
OFF-LA-10004559,BizWorks,1,Composite,2011-07-13,A
OFF-AP-10002651,OfficePro,3,Plastic,2017-12-06,B
TEC-AC-10002550,WorkSmart,1,Plastic,2015-04-02,A
OFF-BI-10000829,WorkSmart,1,Fabric,2013-06-08,B
TEC-PH-10002555,Global,1,Paper,2014-08-09,C
FUR-BO-10003450,BizWorks,1,Glass,2024-06-01,A
FUR-FU-10004665,WorkSmart,2,Metal,2014-12-20,B
TEC-PH-10000369,Apex,1,Glass,2011-10-25,B
TEC-AC-10001590,Acme,2,Glass,2021-04-09,B
FUR-FU-10004909,Apex,2,Plastic,2019-02-08,D
FUR-BO-10004357,Staples,1,Composite,2013-05-26,B
TEC-AC-10000387,WorkSmart,1,Composite,2018-08-10,A
OFF-BI-10001308,WorkSmart,2,Fabric,2018-04-26,B
OFF-AP-10002734,Global,2,Composite,2010-06-11,A
FUR-FU-10004587,BizWorks,5,Fabric,2021-07-27,B
TEC-PH-10004833,Acme,1,Plastic,2015-05-05,A
FUR-FU-10001847,WorkSmart,1,Plastic,2021-10-30,A
FUR-FU-10002045,Global,1,Glass,2014-11-17,B
FUR-FU-10004671,Global,2,Plastic,2022-10-20,A
FUR-TA-10003569,Acme,2,Plastic,2014-01-17,B
TEC-PH-10002310,Apex,3,Metal,2018-04-19,A
OFF-PA-10001752,Apex,2,Paper,2020-11-30,D
TEC-MA-10003356,Apex,1,Glass,2010-04-17,A
OFF-AR-10003727,OfficePro,2,Glass,2017-04-22,D
TEC-AC-10001635,BizWorks,5,Paper,2023-07-07,B
OFF-LA-10003663,BizWorks,1,Metal,2013-03-10,C
TEC-CO-10004722,Apex,2,Plastic,2013-03-03,A
TEC-MA-10002210,Acme,5,Composite,2016-02-25,B
OFF-BI-10003196,OfficePro,3,Fabric,2011-10-29,B
FUR-CH-10002017,BizWorks,3,Glass,2015-10-28,B
FUR-FU-10003829,Apex,1,Paper,2018-01-20,B
OFF-PA-10000697,OfficePro,2,Wood,2011-05-27,B
OFF-AR-10004691,Acme,1,Fabric,2010-09-07,B
FUR-FU-10004270,Apex,2,Wood,2012-06-07,A
OFF-BI-10000948,Staples,1,Wood,2012-10-20,A
OFF-PA-10000223,WorkSmart,3,Glass,2022-11-08,B
OFF-PA-10000062,Acme,3,Plastic,2023-04-11,A
FUR-BO-10003404,Global,2,Wood,2011-08-23,A
OFF-BI-10004233,Global,1,Plastic,2018-04-11,A
TEC-PH-10002834,Acme,1,Metal,2016-12-05,A
FUR-CH-10003761,Global,3,Composite,2017-11-23,B
OFF-PA-10004665,BizWorks,2,Wood,2015-08-27,B
OFF-BI-10001196,Acme,3,Glass,2014-10-25,D
TEC-MA-10002981,Staples,1,Composite,2019-10-10,B
TEC-PH-10003601,Acme,2,Plastic,2013-05-27,D
OFF-BI-10002003,Apex,3,Wood,2021-11-08,B
OFF-PA-10003016,Apex,2,Fabric,2016-04-14,D
OFF-PA-10002246,OfficePro,2,Glass,2015-04-10,C
TEC-PH-10002890,Global,3,Metal,2015-08-25,B
TEC-MA-10003626,WorkSmart,1,Paper,2019-04-19,B
TEC-MA-10002412,Global,1,Metal,2011-03-17,A
OFF-AR-10003183,BizWorks,2,Wood,2024-04-28,A
OFF-PA-10002319,Acme,1,Glass,2017-07-06,D
OFF-PA-10001246,WorkSmart,3,Metal,2010-01-07,D
OFF-PA-10001815,WorkSmart,3,Paper,2014-05-06,C
FUR-FU-10001876,Global,3,Fabric,2012-04-05,C
TEC-PH-10004531,WorkSmart,2,Composite,2020-06-21,D
TEC-PH-10000673,WorkSmart,1,Fabric,2013-06-22,B
TEC-PH-10002075,Apex,1,Metal,2019-05-30,B
TEC-PH-10003691,Staples,3,Paper,2019-06-01,B
OFF-SU-10000157,Acme,1,Composite,2013-08-03,B
TEC-AC-10004227,Global,2,Glass,2021-01-16,A
TEC-AC-10004127,Apex,3,Paper,2014-06-16,B
FUR-CH-10002758,BizWorks,1,Fabric,2012-11-02,B
OFF-ST-10000532,BizWorks,1,Plastic,2024-06-01,B
TEC-AC-10003709,OfficePro,2,Plastic,2011-04-23,C
OFF-BI-10003166,WorkSmart,3,Composite,2017-05-02,B
OFF-ST-10004835,WorkSmart,1,Composite,2011-12-16,A
OFF-AP-10000159,Global,5,Composite,2014-08-04,C
OFF-AP-10001242,Staples,2,Plastic,2015-12-03,B
TEC-AC-10003433,Staples,5,Fabric,2011-05-24,A
TEC-PH-10003187,Global,1,Composite,2011-01-17,B
OFF-FA-10002763,Global,1,Plastic,2013-03-26,B
OFF-PA-10004239,Apex,3,Composite,2015-01-20,D
OFF-PA-10004782,BizWorks,3,Composite,2021-12-19,B
FUR-FU-10001185,Global,2,Paper,2014-09-15,A
OFF-PA-10003270,BizWorks,3,Composite,2013-01-05,B
OFF-PA-10002421,OfficePro,3,Plastic,2015-02-04,C
OFF-PA-10002923,BizWorks,1,Fabric,2015-09-23,B
OFF-ST-10001128,Apex,2,Plastic,2011-12-19,C
OFF-PA-10000520,WorkSmart,3,Plastic,2010-11-14,A
FUR-FU-10003832,WorkSmart,1,Composite,2022-09-04,C
FUR-FU-10000409,BizWorks,1,Paper,2014-11-12,C
TEC-PH-10004389,WorkSmart,3,Wood,2016-04-03,C
OFF-SU-10000946,WorkSmart,1,Glass,2013-05-29,B
FUR-FU-10001546,Acme,1,Wood,2013-08-26,C
OFF-PA-10000791,OfficePro,5,Wood,2020-01-18,B
OFF-PA-10003739,Apex,2,Plastic,2013-04-15,C
FUR-FU-10000771,Apex,3,Composite,2014-11-30,B
OFF-ST-10002615,WorkSmart,3,Glass,2017-05-25,A
OFF-PA-10000327,Staples,1,Wood,2013-12-25,B
OFF-EN-10003286,Apex,1,Metal,2015-04-18,B
OFF-AR-10003772,OfficePro,1,Metal,2012-01-17,B
OFF-AR-10003338,Global,1,Metal,2012-04-20,B
FUR-FU-10002116,OfficePro,2,Fabric,2016-10-31,B
FUR-CH-10000422,WorkSmart,2,Composite,2012-12-24,C
FUR-FU-10002685,WorkSmart,2,Plastic,2012-03-03,A
FUR-FU-10004963,Acme,1,Plastic,2013-06-21,B
OFF-BI-10000174,BizWorks,1,Composite,2014-03-31,C
FUR-CH-10004875,Apex,2,Paper,2017-05-14,B
FUR-FU-10000305,BizWorks,2,Glass,2010-10-20,B
TEC-PH-10001459,BizWorks,1,Paper,2021-01-05,B
FUR-FU-10002445,Apex,2,Fabric,2013-11-05,B
OFF-PA-10000213,Apex,1,Composite,2014-07-07,A
FUR-CH-10001797,WorkSmart,1,Paper,2017-09-17,B
OFF-PA-10003848,Apex,3,Glass,2020-09-15,D
FUR-FU-10000755,Staples,1,Fabric,2017-12-28,B
OFF-BI-10004654,Staples,2,Wood,2024-02-28,A
FUR-FU-10000550,Global,1,Wood,2013-10-29,C
TEC-MA-10004521,Apex,1,Fabric,2014-08-21,B
OFF-BI-10003655,Acme,1,Composite,2012-11-03,A
OFF-AP-10003779,Global,5,Wood,2020-07-19,C
OFF-FA-10002701,WorkSmart,2,Composite,2014-04-12,A
OFF-BI-10002799,Apex,5,Paper,2013-01-17,D
OFF-AR-10003582,Staples,2,Wood,2013-07-15,B
FUR-FU-10004666,Acme,2,Glass,2013-03-07,C
OFF-EN-10002312,Global,1,Glass,2012-10-26,B
FUR-CH-10002320,Acme,1,Paper,2021-11-16,A
OFF-AR-10001216,Apex,1,Glass,2021-08-28,B
FUR-FU-10003247,OfficePro,1,Composite,2017-07-02,D
FUR-TA-10003837,Acme,2,Composite,2012-09-05,C
TEC-PH-10002350,Acme,1,Glass,2011-06-02,B
TEC-AC-10000397,WorkSmart,1,Metal,2023-09-03,D
TEC-AC-10004001,Staples,1,Fabric,2012-02-22,A
OFF-PA-10001534,Apex,2,Plastic,2017-10-02,A
FUR-FU-10002379,Acme,2,Fabric,2021-06-12,A
TEC-PH-10000526,Apex,3,Glass,2024-01-17,C
OFF-PA-10001977,Staples,1,Composite,2010-05-18,C
FUR-BO-10003660,WorkSmart,1,Composite,2012-01-24,B
OFF-BI-10001267,Apex,1,Fabric,2018-02-01,D
OFF-PA-10002741,BizWorks,3,Composite,2023-03-02,B
OFF-PA-10001471,Staples,1,Paper,2016-09-21,B
TEC-MA-10001972,Staples,2,Wood,2017-10-05,A
FUR-FU-10003464,Global,2,Composite,2011-08-03,D
TEC-PH-10002200,WorkSmart,1,Glass,2018-11-30,A
OFF-PA-10004438,WorkSmart,1,Glass,2018-12-11,B
FUR-FU-10004586,BizWorks,1,Fabric,2022-09-24,B
TEC-PH-10004908,Apex,3,Fabric,2011-01-31,A
FUR-CH-10004495,OfficePro,2,Fabric,2015-04-22,B
TEC-MA-10000418,BizWorks,2,Glass,2024-05-20,A
OFF-BI-10004600,Global,2,Metal,2023-06-07,D
OFF-BI-10004040,WorkSmart,2,Glass,2017-02-02,B
OFF-AR-10001615,Staples,2,Paper,2018-04-23,B
TEC-PH-10001299,WorkSmart,1,Glass,2010-06-19,C
OFF-AR-10004260,BizWorks,1,Paper,2016-05-26,B
OFF-EN-10004773,OfficePro,1,Glass,2018-11-14,D
OFF-BI-10001787,Acme,2,Glass,2019-05-09,A
OFF-ST-10002957,Acme,1,Metal,2019-10-09,A
OFF-FA-10001883,WorkSmart,2,Paper,2018-10-22,A
TEC-PH-10001644,WorkSmart,1,Metal,2019-07-17,C
OFF-LA-10000407,Global,5,Paper,2023-03-29,D
TEC-AC-10000420,WorkSmart,1,Metal,2015-01-16,B
OFF-EN-10004846,OfficePro,1,Metal,2020-04-18,B
OFF-SU-10003567,WorkSmart,5,Paper,2022-06-19,A
OFF-ST-10002301,Apex,2,Metal,2018-04-15,A
TEC-PH-10003095,BizWorks,5,Glass,2020-11-09,B
TEC-PH-10004912,OfficePro,1,Paper,2014-05-21,A
OFF-AR-10000799,Global,1,Metal,2013-02-20,B
OFF-PA-10004609,Apex,2,Glass,2021-11-05,B
TEC-PH-10003171,Apex,3,Glass,2017-05-08,C
OFF-AP-10000595,BizWorks,1,Fabric,2010-04-22,B
TEC-AC-10003399,Acme,5,Plastic,2011-08-16,B
TEC-MA-10002428,OfficePro,2,Paper,2016-09-05,B
TEC-PH-10001128,BizWorks,3,Metal,2013-05-23,A
OFF-PA-10001033,Apex,1,Fabric,2017-08-26,C
TEC-AC-10000474,Global,1,Plastic,2016-08-11,A
FUR-FU-10002963,BizWorks,5,Metal,2015-10-31,A
FUR-FU-10000193,Acme,5,Plastic,2017-10-24,B
OFF-BI-10000962,Apex,2,Paper,2017-11-09,C
OFF-AP-10002867,BizWorks,1,Glass,2024-03-23,A
FUR-BO-10002916,OfficePro,1,Glass,2019-11-08,A
FUR-TA-10004152,Acme,2,Plastic,2020-05-31,A
FUR-FU-10000672,OfficePro,1,Glass,2014-03-07,B
FUR-BO-10002598,OfficePro,1,Wood,2015-05-24,B
OFF-ST-10004950,OfficePro,1,Composite,2012-08-09,A
OFF-PA-10004610,BizWorks,3,Glass,2014-02-11,C
FUR-FU-10000320,Acme,1,Wood,2022-03-26,C
FUR-CH-10003535,BizWorks,2,Paper,2019-02-19,B
FUR-FU-10003919,BizWorks,2,Paper,2010-04-20,B
OFF-PA-10000174,BizWorks,2,Plastic,2020-11-30,B
FUR-FU-10002703,Apex,2,Glass,2016-06-12,B
TEC-PH-10002415,WorkSmart,1,Glass,2010-08-14,B
OFF-AR-10000657,Staples,2,Glass,2018-03-31,A
OFF-PA-10004996,Apex,3,Fabric,2021-04-19,B
OFF-PA-10003363,Acme,2,Metal,2011-09-06,B
TEC-AC-10002305,Staples,5,Composite,2010-04-09,A
TEC-AC-10000990,Staples,3,Glass,2012-03-21,A
FUR-BO-10001608,Staples,3,Metal,2019-02-20,A
FUR-BO-10000112,WorkSmart,1,Fabric,2017-05-23,D
TEC-PH-10004120,BizWorks,2,Paper,2023-06-11,A
OFF-BI-10003476,Global,2,Composite,2012-10-16,C
TEC-MA-10002859,Acme,1,Wood,2018-04-14,B
OFF-AP-10001947,WorkSmart,2,Paper,2019-08-30,C
OFF-LA-10001982,WorkSmart,1,Paper,2020-08-22,B
TEC-PH-10003484,Global,2,Plastic,2024-03-10,D
OFF-PA-10000007,Staples,2,Fabric,2023-09-27,A
OFF-PA-10000552,BizWorks,2,Plastic,2018-02-27,B
TEC-MA-10001148,Global,5,Plastic,2019-02-23,A
OFF-AR-10004062,Global,1,Metal,2012-03-07,B
OFF-ST-10000321,WorkSmart,1,Paper,2015-05-12,B
OFF-AR-10001149,Acme,1,Fabric,2018-05-25,B
TEC-AC-10002134,OfficePro,3,Plastic,2023-12-27,B
TEC-PH-10004071,BizWorks,2,Wood,2018-04-09,A
OFF-PA-10004039,Global,2,Composite,2017-05-04,B
TEC-AC-10002550,BizWorks,1,Glass,2022-02-28,B
OFF-AR-10001725,Global,2,Fabric,2023-03-13,A
OFF-AR-10004269,Staples,1,Metal,2018-01-27,D
OFF-BI-10003007,BizWorks,3,Fabric,2020-03-20,D
OFF-PA-10002195,Staples,3,Paper,2013-01-06,C
OFF-SU-10002522,WorkSmart,3,Metal,2012-11-03,C
TEC-AC-10004859,Staples,3,Composite,2021-08-02,A
TEC-AC-10002558,BizWorks,2,Wood,2012-03-02,D
FUR-FU-10001731,Apex,3,Plastic,2021-06-06,B
OFF-SU-10004782,BizWorks,2,Fabric,2014-11-14,A
OFF-SU-10000432,Global,2,Metal,2023-02-22,C
OFF-LA-10004409,Staples,1,Composite,2012-09-08,A
OFF-ST-10001031,Acme,1,Plastic,2013-06-19,B
OFF-LA-10000476,Apex,2,Glass,2024-02-27,A
OFF-AR-10002987,WorkSmart,2,Composite,2012-01-14,B
TEC-CO-10001571,OfficePro,1,Wood,2016-08-28,B
FUR-FU-10003026,Global,3,Plastic,2011-01-10,B
OFF-ST-10001034,Global,1,Plastic,2014-10-20,A
TEC-AC-10000521,Acme,1,Glass,2020-09-02,B
OFF-SU-10003002,OfficePro,3,Plastic,2016-12-11,B
TEC-PH-10000730,OfficePro,2,Metal,2015-06-15,A
FUR-CH-10004983,WorkSmart,3,Plastic,2018-01-07,D
OFF-FA-10001332,WorkSmart,2,Composite,2019-06-09,B
TEC-AC-10001874,Apex,5,Metal,2011-08-15,C
OFF-BI-10000494,Global,2,Plastic,2024-02-18,A
FUR-TA-10003469,Staples,1,Composite,2022-09-03,B
OFF-AR-10003179,WorkSmart,1,Composite,2017-01-13,A
FUR-CH-10003606,Acme,1,Fabric,2017-11-12,B
FUR-CH-10003298,Acme,5,Composite,2013-03-22,A
OFF-LA-10003537,Acme,1,Glass,2013-08-28,B
OFF-PA-10000069,BizWorks,1,Paper,2022-11-07,B
FUR-FU-10004017,WorkSmart,1,Wood,2010-04-23,A
OFF-PA-10004733,WorkSmart,3,Plastic,2020-04-30,B
TEC-AC-10004814,Acme,1,Glass,2024-04-28,D
OFF-SU-10002301,WorkSmart,5,Plastic,2015-01-20,A
OFF-BI-10004318,BizWorks,1,Plastic,2015-06-11,C
FUR-FU-10004164,Staples,1,Composite,2023-03-23,C
TEC-AC-10001539,Staples,1,Composite,2015-06-09,B
TEC-PH-10002789,Apex,3,Plastic,2019-01-06,C
OFF-BI-10004828,Global,3,Paper,2018-11-17,D
OFF-AR-10001770,Staples,1,Metal,2023-12-10,B
FUR-FU-10004904,Apex,1,Metal,2010-09-10,B
FUR-FU-10002396,OfficePro,3,Wood,2010-05-04,B
TEC-AC-10002331,Global,1,Fabric,2013-05-21,B
TEC-AC-10001090,Staples,1,Glass,2011-09-16,B
FUR-BO-10004218,BizWorks,1,Wood,2018-08-23,D
TEC-PH-10001619,OfficePro,1,Plastic,2018-08-03,C
OFF-PA-10000246,Apex,1,Glass,2019-04-13,A
OFF-PA-10001461,Staples,1,Plastic,2019-05-11,A
OFF-AR-10004165,Staples,1,Plastic,2014-07-14,D
OFF-EN-10001028,WorkSmart,3,Fabric,2013-06-20,A
TEC-PH-10003535,OfficePro,1,Composite,2018-01-24,B
FUR-FU-10001085,Staples,3,Fabric,2013-03-06,A
OFF-AR-10003481,Acme,1,Wood,2016-04-13,A
OFF-PA-10002606,BizWorks,2,Composite,2011-03-17,A
FUR-FU-10003731,WorkSmart,1,Composite,2015-09-24,B
OFF-AP-10001962,WorkSmart,3,Wood,2017-05-29,A
FUR-FU-10003798,Staples,1,Composite,2020-04-17,B
OFF-AR-10002704,BizWorks,3,Glass,2023-12-31,B
TEC-AC-10002942,WorkSmart,1,Metal,2011-07-08,B
TEC-MA-10001016,Global,1,Wood,2023-06-06,C
TEC-AC-10001553,OfficePro,5,Wood,2023-11-15,B
FUR-FU-10001215,Global,2,Metal,2013-01-17,B
OFF-PA-10002499,Apex,1,Fabric,2017-08-09,B
TEC-PH-10003215,Global,5,Fabric,2015-01-08,B
OFF-LA-10002945,BizWorks,1,Fabric,2013-08-07,D
OFF-AR-10002766,Acme,1,Composite,2019-07-26,B
TEC-PH-10004434,WorkSmart,5,Metal,2018-08-05,B
FUR-BO-10000711,BizWorks,1,Glass,2018-07-10,C
OFF-BI-10001120,WorkSmart,3,Wood,2010-04-09,B
OFF-AP-10004655,Acme,1,Wood,2020-09-30,A
FUR-BO-10004360,WorkSmart,3,Wood,2014-01-19,B
TEC-AC-10000199,Global,2,Composite,2022-01-14,C
TEC-MA-10001127,Apex,5,Composite,2013-05-07,B
OFF-AR-10001227,Staples,2,Paper,2022-07-20,C
FUR-CH-10000229,Acme,1,Glass,2012-10-01,B
FUR-BO-10002853,Global,2,Fabric,2011-04-22,B
OFF-PA-10004022,BizWorks,1,Paper,2024-05-08,D
OFF-PA-10004248,Global,3,Paper,2013-02-09,B
OFF-PA-10001363,Global,3,Composite,2017-10-27,C
OFF-BI-10003876,Staples,2,Fabric,2014-09-02,C
OFF-EN-10004007,OfficePro,3,Fabric,2011-06-02,D
FUR-BO-10003894,WorkSmart,1,Wood,2013-05-05,A
TEC-MA-10001570,WorkSmart,2,Composite,2016-11-11,A
FUR-FU-10003930,BizWorks,1,Fabric,2021-11-04,C
OFF-PA-10000232,Apex,2,Paper,2013-04-06,B
OFF-AR-10001972,BizWorks,1,Metal,2020-08-16,B
OFF-AR-10004587,OfficePro,3,Metal,2018-11-18,A
OFF-AP-10001366,WorkSmart,1,Composite,2015-06-01,A
OFF-BI-10000216,Apex,2,Wood,2016-02-21,B
TEC-MA-10001047,BizWorks,1,Wood,2018-06-18,A
OFF-LA-10003720,Apex,3,Fabric,2015-03-03,A
TEC-MA-10003246,Global,1,Glass,2024-02-25,A
FUR-FU-10000175,Acme,2,Composite,2022-06-26,A
OFF-PA-10000556,Global,1,Glass,2012-08-31,C
TEC-AC-10003237,Staples,3,Metal,2010-03-07,C
OFF-EN-10003068,WorkSmart,1,Paper,2017-12-16,A
FUR-FU-10004053,Apex,3,Fabric,2011-07-25,A
OFF-PA-10000565,BizWorks,1,Paper,2020-08-28,B
OFF-LA-10000414,Acme,3,Glass,2010-11-04,B
OFF-AP-10002998,BizWorks,1,Fabric,2019-05-02,C
FUR-BO-10004690,WorkSmart,1,Plastic,2020-03-31,C
OFF-AR-10002445,Apex,2,Paper,2012-02-22,C
FUR-BO-10003546,Apex,1,Composite,2021-07-18,B
FUR-TA-10003392,Global,1,Paper,2012-02-05,B
OFF-AR-10003217,Acme,5,Paper,2019-07-08,B
OFF-ST-10001932,Acme,5,Fabric,2012-02-12,A
OFF-AR-10001761,WorkSmart,3,Metal,2020-07-24,A
OFF-EN-10003567,Apex,1,Glass,2018-09-21,A
OFF-PA-10003022,Acme,1,Plastic,2023-12-01,B
FUR-TA-10004442,Acme,2,Paper,2011-06-24,A
OFF-ST-10000129,BizWorks,1,Glass,2015-08-12,A
OFF-PA-10004948,WorkSmart,5,Glass,2018-12-28,B
OFF-PA-10001725,Global,1,Metal,2022-10-20,D
TEC-PH-10000213,BizWorks,5,Wood,2014-07-22,A
OFF-PA-10000807,BizWorks,2,Plastic,2012-11-13,B
OFF-ST-10003805,OfficePro,3,Plastic,2020-07-03,A
OFF-PA-10004353,Staples,1,Glass,2019-06-02,D
OFF-EN-10004206,OfficePro,3,Fabric,2011-05-21,A
OFF-LA-10003388,Acme,1,Paper,2018-11-22,C
TEC-PH-10000193,Apex,2,Wood,2019-08-02,A
FUR-FU-10002111,Staples,3,Fabric,2015-03-26,C
OFF-ST-10000885,Staples,1,Composite,2012-01-03,A
OFF-PA-10002709,Apex,2,Metal,2019-08-15,A
FUR-FU-10003424,Staples,2,Metal,2014-04-21,A
OFF-BI-10003718,Apex,1,Fabric,2022-08-15,A
FUR-FU-10002508,Staples,2,Glass,2018-01-21,C
OFF-AP-10004052,BizWorks,1,Metal,2022-03-15,B
OFF-PA-10003134,WorkSmart,1,Paper,2016-05-10,B
FUR-FU-10000719,WorkSmart,2,Metal,2019-02-18,D
FUR-BO-10003893,OfficePro,2,Paper,2022-08-28,B
TEC-CO-10001943,BizWorks,1,Composite,2021-12-23,D
FUR-CH-10000749,Staples,3,Wood,2017-07-16,A
OFF-PA-10003228,Global,3,Plastic,2013-10-04,D
TEC-AC-10001542,Apex,2,Fabric,2013-12-15,A
TEC-AC-10004877,BizWorks,2,Fabric,2019-03-31,B
TEC-PH-10001305,Staples,1,Paper,2010-10-17,B
OFF-PA-10000483,WorkSmart,3,Composite,2015-08-28,B
TEC-AC-10000487,WorkSmart,2,Composite,2010-03-05,B
TEC-AC-10002018,Apex,1,Glass,2020-10-20,B
OFF-PA-10004381,Global,2,Plastic,2010-11-26,D
OFF-EN-10001453,Staples,1,Wood,2023-04-21,D
OFF-SU-10001212,Staples,1,Fabric,2015-05-18,D
OFF-BI-10000201,Global,2,Paper,2018-06-16,D
TEC-AC-10004396,Global,2,Composite,2016-10-26,C
OFF-PA-10001166,Global,2,Fabric,2010-05-21,D
OFF-AR-10002467,WorkSmart,2,Paper,2022-06-06,C
FUR-FU-10002813,Apex,5,Metal,2016-10-09,B
TEC-MA-10000752,BizWorks,2,Fabric,2020-09-08,C
FUR-FU-10004845,Global,2,Wood,2011-03-26,D
OFF-FA-10000840,Apex,1,Paper,2014-12-31,C
OFF-AR-10001231,OfficePro,1,Wood,2022-03-05,B
TEC-PH-10004875,Staples,1,Fabric,2022-11-08,A
FUR-CH-10001802,Staples,2,Metal,2023-02-28,C
TEC-PH-10003356,Acme,3,Wood,2012-05-19,D
OFF-AP-10002670,OfficePro,1,Composite,2019-10-05,B
OFF-FA-10003485,BizWorks,1,Paper,2020-01-08,A
OFF-AP-10000390,Global,1,Fabric,2019-11-12,B
OFF-PA-10002764,Global,1,Metal,2011-01-28,B
OFF-PA-10000143,BizWorks,5,Composite,2012-04-21,B
TEC-MA-10000045,WorkSmart,2,Fabric,2016-09-14,B
OFF-ST-10000136,OfficePro,1,Glass,2017-08-23,D
TEC-PH-10004522,Global,3,Metal,2018-02-01,B
TEC-PH-10002584,Acme,3,Composite,2024-01-19,B
FUR-CH-10004626,Apex,2,Wood,2013-09-20,D
TEC-PH-10000562,Staples,1,Fabric,2012-09-17,B
FUR-FU-10001025,OfficePro,2,Fabric,2012-11-04,A
OFF-LA-10004178,Staples,1,Wood,2010-01-28,B
OFF-PA-10003797,Apex,3,Glass,2011-01-23,B
OFF-EN-10003448,OfficePro,2,Plastic,2012-04-12,C
OFF-AP-10000938,Apex,2,Composite,2010-09-07,D
OFF-SU-10004737,Global,1,Wood,2015-07-21,B
FUR-TA-10001691,BizWorks,1,Fabric,2014-03-09,A
TEC-MA-10003173,Global,1,Composite,2021-06-25,A
OFF-LA-10000305,BizWorks,5,Glass,2015-01-13,C
TEC-PH-10002583,Global,1,Composite,2013-09-22,C
OFF-AR-10003876,Apex,1,Plastic,2024-02-15,B
FUR-FU-10004864,Apex,5,Fabric,2018-07-07,B
OFF-PA-10003063,Apex,2,Metal,2013-08-16,D
OFF-PA-10003302,Staples,3,Plastic,2016-02-05,D
TEC-MA-10000423,Apex,1,Plastic,2020-01-29,A
OFF-PA-10003022,Global,2,Metal,2012-06-10,C
TEC-AC-10004992,Acme,1,Metal,2013-07-29,B
OFF-BI-10004099,Apex,3,Glass,2022-06-15,A
OFF-PA-10001215,Acme,1,Glass,2021-06-24,B
TEC-AC-10003870,BizWorks,2,Plastic,2010-09-19,A
OFF-AP-10000275,Global,3,Composite,2016-05-29,A
FUR-FU-10003192,Apex,2,Wood,2014-11-29,B
OFF-PA-10000859,Staples,2,Wood,2016-04-15,B
OFF-AR-10000614,Staples,1,Plastic,2016-04-11,B
OFF-FA-10000089,BizWorks,1,Composite,2015-12-11,B
FUR-TA-10001771,Acme,2,Metal,2010-11-21,A
FUR-CH-10002044,WorkSmart,2,Paper,2012-09-12,C
TEC-PH-10001795,Staples,5,Plastic,2023-02-04,B
FUR-TA-10001086,Staples,3,Fabric,2020-07-19,B
OFF-PA-10000048,Staples,2,Composite,2014-10-06,D
TEC-MA-10002109,Global,3,Fabric,2015-02-04,B
OFF-PA-10003036,Staples,1,Fabric,2018-08-04,B
TEC-PH-10001870,OfficePro,2,Plastic,2020-09-03,B
OFF-ST-10002182,Apex,1,Composite,2012-04-15,C
TEC-PH-10001468,BizWorks,1,Fabric,2021-05-17,C
OFF-AR-10004010,Staples,3,Glass,2017-08-10,A
OFF-ST-10003572,WorkSmart,2,Glass,2013-10-28,B
OFF-ST-10003994,WorkSmart,2,Composite,2014-08-04,A
FUR-CH-10001545,Staples,2,Wood,2021-11-10,D
FUR-FU-10004245,Staples,2,Paper,2021-10-23,B
OFF-EN-10002592,OfficePro,1,Fabric,2015-01-12,C
OFF-AR-10000914,Staples,2,Fabric,2020-03-10,B
OFF-LA-10003498,Staples,2,Composite,2020-01-21,B
TEC-MA-10003329,Apex,3,Glass,2018-04-11,D
FUR-FU-10000747,WorkSmart,1,Paper,2022-10-29,C
